id	term	variants	translation	stem	forms	note	category	status
blackiron_crossbow	blackiron crossbow		арбалет із чорного заліза			арбалет із чорного заліза	Предмети	
blackiron_dart	blackiron dart		дротик із чорного заліза			метальний дротик із чорного заліза	Предмети	
blackiron_mace	blackiron mace		булава з чорного заліза			булава з чорного заліза	Предмети	
blackiron_sword	blackiron sword		меч із чорного заліза			меч із чорного заліза	Предмети	
blackiron_trident	blackiron trident		тризуб із чорного заліза			тризуб із чорного заліза	Предмети	
bone_axe	bone axe		кістяна сокира			кістяна сокира	Предмети	
bone_mace	bone mace		кістяна булава			кістяна булава	Предмети	
bone_shortbow	bone shortbow		кістяний короткий лук			кістяний короткий лук	Предмети	
bone_spear	bone spear		кістяний спис			кістяний спис	Предмети	
bone_sword	bone sword		кістяний меч			кістяний меч	Предмети	
bone	bone		кістка			метальна кістка	Предмети	
silver_axe	silver axe		срібна сокира			срібна сокира	Предмети	
silver_glaive	silver glaive		срібна глефа			срібна глефа	Предмети	
silver_mace	silver mace		срібна булава			срібна булава	Предмети	
